date,carrier,destcity,depdelay,arrdelay,time
2015-01-07,UA,San Francisco,27,-3,232
2015-01-07,UA,San Francisco,67,43,240
2015-01-07,UA,New York,239,255,115
2015-01-07,UA,New York,151,135,94
2015-01-07,UA,New York,242,224,92
2015-01-07,UA,New York,55,54,93
2015-01-07,UA,Boston,5,-1,110
2015-01-07,UA,New York,135,131,95
2015-01-07,UA,San Francisco,13,3,235
2015-01-07,UA,Washington,226,272,76
2015-01-07,UA,San Francisco,22,-2,247
2015-01-07,UA,San Francisco,69,48,244
2015-01-07,UA,San Francisco,54,28,247
2015-01-07,UA,Boston,64,53,105
2015-01-07,UA,New York,115,119,97
2015-01-07,UA,Boston,13,-1,109
2015-01-07,UA,Washington,7,-1,76
2015-01-07,UA,Washington,60,41,77
2015-01-07,UA,Los Angeles,-2,-16,232
2015-01-07,UA,San Francisco,36,10,236
2015-01-07,UA,Los Angeles,56,36,214
2015-01-07,UA,Minneapolis,12,4,63
2015-01-07,UA,Los Angeles,71,49,221
2015-01-07,UA,New York,3,-1,107
2015-01-07,UA,Washington,10,1,78
2015-01-07,UA,Boston,44,56,113
2015-01-07,UA,Los Angeles,104,70,218
2015-01-07,UA,Los Angeles,26,6,223
2015-01-07,UA,Los Angeles,14,-7,224
2015-01-07,UA,Minneapolis,60,53,60
2015-01-07,UA,New York,-1,41,130
2015-01-07,UA,Boston,64,69,113
2015-01-07,UA,San Francisco,9,-11,246
2015-01-07,UA,Dallas,1,-8,120
2015-01-08,AA,Washington,43,51,84
2015-01-08,AA,Los Angeles,91,92,235
2015-01-08,AA,San Francisco,117,102,245
2015-01-08,AA,New York,11,-10,95
2015-01-08,AA,New York,171,193,91
2015-01-08,AA,New York,23,13,96
2015-01-08,AA,New York,10,3,97
2015-01-08,AA,New York,-3,-4,97
2015-01-08,AA,Boston,73,59,100
2015-01-08,AA,Boston,97,103,105
2015-01-08,AA,New York,150,145,96
2015-01-08,AA,New York,201,199,93
2015-01-08,AA,New York,18,15,92
2015-01-08,AA,New York,31,18,93
2015-01-08,AA,New York,10,11,104
2015-01-08,AA,New York,-5,-8,96
2015-01-08,AA,New York,116,106,85
2015-01-08,AA,New York,119,115,91
2015-01-08,AA,New York,145,149,88
2015-01-08,AA,New York,93,85,95
2015-01-08,AA,Boston,111,106,103
2015-01-08,AA,San Francisco,77,104,253
2015-01-08,AA,Los Angeles,75,70,237
2015-01-08,AA,Minneapolis,98,109,63
2015-01-08,AA,Los Angeles,59,43,240
2015-01-08,AA,Minneapolis,217,221,62
2015-01-08,AA,Boston,95,81,101
2015-01-08,AA,Minneapolis,161,203,68
2015-01-08,AA,Boston,34,28,106
2015-01-08,AA,Los Angeles,3,1,251
2015-01-08,AA,Boston,41,39,109
2015-01-08,AA,Los Angeles,-5,-10,241
2015-01-08,AA,Boston,130,148,109
2015-01-08,AA,Boston,75,87,103
2015-01-08,AA,Los Angeles,196,191,248
2015-01-08,AA,Minneapolis,-3,-12,62
2015-01-08,AA,Los Angeles,42,32,236
2015-01-08,AA,Dallas,40,29,119
2015-01-08,AA,Dallas,15,-1,121
2015-01-08,AA,Washington,182,169,73
2015-01-08,AA,Dallas,58,45,121
2015-01-08,AA,Dallas,75,55,115
2015-01-08,AA,Dallas,90,88,114
2015-01-08,AA,Washington,166,161,76
2015-01-08,AA,Los Angeles,69,70,235
2015-01-08,AA,Dallas,75,64,124
2015-01-08,AA,Dallas,92,106,118
2015-01-08,AA,Washington,35,29,74
2015-01-08,AA,Dallas,177,185,118
2015-01-08,AA,Dallas,174,175,116
2015-01-08,AA,Washington,107,98,71
2015-01-08,AA,Dallas,160,149,117
2015-01-08,AA,Washington,21,6,77
2015-01-08,AA,Dallas,-3,-5,117
2015-01-08,AA,Dallas,-3,1,119
2015-01-08,AA,Dallas,219,231,126
2015-01-08,AA,Dallas,21,22,123
2015-01-08,AA,San Francisco,52,36,250
2015-01-08,AA,Washington,29,24,75
2015-01-08,AA,San Francisco,238,296,255
2015-01-08,AA,New York,45,44,94
2015-01-08,EV,Minneapolis,11,-2,66
2015-01-08,EV,Minneapolis,78,80,76
2015-01-08,EV,Minneapolis,119,140,63
2015-01-08,EV,Minneapolis,115,135,66
2015-01-08,EV,Minneapolis,97,118,71
2015-01-08,OO,Minneapolis,31,25,69
2015-01-08,OO,Washington,-2,51,77
2015-01-08,OO,Minneapolis,70,68,66
2015-01-08,OO,Boston,19,16,112
2015-01-08,OO,Dallas,222,220,116
2015-01-08,OO,Washington,43,81,81
2015-01-08,OO,Washington,325,396,75
2015-01-08,OO,Dallas,219,252,122
2015-01-08,OO,Dallas,222,232,116
2015-01-08,OO,Washington,63,69,81
2015-01-08,UA,San Francisco,21,0,246
2015-01-08,UA,Minneapolis,207,231,59
2015-01-08,UA,Washington,16,-2,75
2015-01-08,UA,San Francisco,2,-15,252
2015-01-08,UA,San Francisco,66,74,245
2015-01-08,UA,San Francisco,18,-5,251
2015-01-08,UA,Washington,53,45,82
2015-01-08,UA,Washington,7,25,78
2015-01-08,UA,Washington,61,89,75
2015-01-08,UA,Dallas,31,15,119
2015-01-08,UA,New York,-5,-13,100
2015-01-08,UA,New York,158,184,95
2015-01-08,UA,New York,28,18,91
2015-01-08,UA,New York,3,8,98
2015-01-08,UA,San Francisco,245,275,247
2015-01-08,UA,New York,19,42,93
2015-01-08,UA,New York,46,67,93
2015-01-08,UA,New York,242,283,86
2015-01-08,UA,New York,249,295,89
2015-01-08,UA,Boston,63,69,102
2015-01-08,UA,San Francisco,13,-2,245
2015-01-08,UA,San Francisco,19,15,237
2015-01-08,UA,New York,-1,-5,104
2015-01-08,UA,Los Angeles,20,19,226
2015-01-08,UA,Los Angeles,59,32,228
2015-01-08,UA,Boston,37,72,101
2015-01-08,UA,Washington,243,219,70
2015-01-08,UA,Los Angeles,77,83,230
2015-01-08,UA,Los Angeles,106,146,237
2015-01-08,UA,San Francisco,185,225,261
2015-01-08,UA,Los Angeles,5,-6,233
2015-01-08,UA,San Francisco,172,167,251
2015-01-08,UA,Boston,163,185,98
2015-01-08,UA,New York,-2,-14,98
2015-01-08,UA,Los Angeles,2,9,236
2015-01-08,UA,Washington,130,139,73
2015-01-08,UA,Washington,27,23,75
2015-01-08,UA,Los Angeles,275,289,236
2015-01-08,UA,Minneapolis,14,7,59
2015-01-08,UA,Washington,165,186,72
2015-01-08,UA,Boston,15,6,102
2015-01-08,UA,New York,41,63,93
2015-01-08,UA,Minneapolis,281,312,61
2015-01-08,UA,San Francisco,5,2,248
2015-01-08,UA,New York,-9,-21,98
2015-01-08,UA,San Francisco,268,293,250
2015-01-08,UA,Dallas,-9,-29,116
2015-01-09,AA,Washington,3,-8,79
2015-01-09,AA,Los Angeles,41,34,234
2015-01-09,AA,San Francisco,-3,-9,253
2015-01-09,AA,New York,48,22,91
2015-01-09,AA,New York,-1,11,95
2015-01-09,AA,Washington,131,129,74
2015-01-09,AA,New York,158,156,94
2015-01-09,AA,Boston,56,44,98
2015-01-09,AA,Boston,31,17,100
2015-01-09,AA,New York,2,-12,91
2015-01-09,AA,New York,12,0,92
2015-01-09,AA,New York,32,15,90
2015-01-09,AA,New York,106,99,92
2015-01-09,AA,New York,63,50,89
2015-01-09,AA,New York,1,3,89
2015-01-09,AA,New York,11,-4,94
2015-01-09,AA,New York,144,137,84
2015-01-09,AA,New York,8,-6,91
2015-01-09,AA,Boston,61,50,101
2015-01-09,AA,Washington,-8,-20,75
2015-01-09,AA,San Francisco,49,41,258
2015-01-09,AA,Los Angeles,22,-3,226
2015-01-09,AA,Minneapolis,14,11,62
2015-01-09,AA,Los Angeles,10,-4,237
2015-01-09,AA,Minneapolis,4,8,65
2015-01-09,AA,Boston,43,27,101
2015-01-09,AA,Minneapolis,63,60,63
2015-01-09,AA,Boston,-10,-21,104
2015-01-09,AA,Los Angeles,146,136,233
2015-01-09,AA,Boston,-2,-25,95
2015-01-09,AA,Los Angeles,60,41,227
2015-01-09,AA,Boston,54,36,98
2015-01-09,AA,Boston,5,3,104
2015-01-09,AA,Los Angeles,28,5,227
2015-01-09,AA,Dallas,-3,-16,111
2015-01-09,AA,Minneapolis,19,14,62
2015-01-09,AA,Los Angeles,2,-2,236
2015-01-09,AA,Dallas,93,90,125
2015-01-09,AA,Dallas,-3,-10,125
2015-01-09,AA,Washington,34,61,78
2015-01-09,AA,Dallas,4,-4,123
2015-01-09,AA,Dallas,-3,-3,128
2015-01-09,AA,Dallas,-2,-20,107
2015-01-09,AA,Washington,44,34,74
2015-01-09,AA,Los Angeles,8,-6,230
2015-01-09,AA,Dallas,98,86,121
2015-01-09,AA,Dallas,-2,-5,123
2015-01-09,AA,Washington,35,19,75
2015-01-09,AA,Dallas,10,-4,117
2015-01-09,AA,Dallas,93,79,116
2015-01-09,AA,Washington,22,19,72
2015-01-09,AA,Dallas,40,30,114
2015-01-09,AA,Dallas,4,-3,117
2015-01-09,AA,Washington,28,22,78
2015-01-09,AA,Dallas,17,11,128
2015-01-09,AA,Dallas,7,4,127
2015-01-09,AA,Dallas,0,-1,126
2015-01-09,AA,Dallas,55,50,126
2015-01-09,AA,San Francisco,9,-2,254
2015-01-09,AA,Washington,77,69,76
2015-01-09,AA,San Francisco,64,36,242
2015-01-09,EV,Minneapolis,196,184,63
2015-01-09,EV,Minneapolis,68,75,64
2015-01-09,EV,Minneapolis,-4,-1,65
2015-01-09,EV,Minneapolis,-3,-13,66
2015-01-09,MQ,Minneapolis,167,167,60
2015-01-09,OO,Minneapolis,2,-1,63
2015-01-09,OO,Washington,21,24,78
2015-01-09,OO,Minneapolis,64,78,61
2015-01-09,OO,Dallas,74,72,121
2015-01-09,OO,Boston,151,159,111
2015-01-09,OO,Dallas,98,89,123
2015-01-09,OO,Washington,62,57,83
2015-01-09,OO,Washington,22,32,83
2015-01-09,OO,Dallas,120,109,122
2015-01-09,OO,Dallas,28,18,115
2015-01-09,UA,Los Angeles,9,-1,230
2015-01-09,UA,San Francisco,16,-6,250
2015-01-09,UA,New York,123,112,86
2015-01-09,UA,Boston,283,272,97
2015-01-09,UA,Los Angeles,14,25,229
2015-01-09,UA,San Francisco,27,5,246
2015-01-09,UA,San Francisco,68,43,243
2015-01-09,UA,Washington,2,-9,77
2015-01-09,UA,Washington,192,172,76
2015-01-09,UA,Washington,34,17,79
2015-01-09,UA,Minneapolis,9,-3,60
2015-01-09,UA,Dallas,26,9,120
2015-01-09,UA,New York,25,7,87
2015-01-09,UA,New York,134,152,95
2015-01-09,UA,San Francisco,60,52,240
2015-01-09,UA,Los Angeles,112,86,225
2015-01-09,UA,New York,82,68,94
2015-01-09,UA,New York,4,-1,99
2015-01-09,UA,New York,168,166,97
2015-01-09,UA,New York,32,13,91
2015-01-09,UA,Boston,106,96,101
2015-01-09,UA,San Francisco,1,2,258
2015-01-09,UA,San Francisco,26,9,246
2015-01-09,UA,New York,49,38,87
2015-01-09,UA,Los Angeles,80,42,219
2015-01-09,UA,Los Angeles,98,68,226
2015-01-09,UA,Boston,33,8,99
2015-01-09,UA,San Francisco,112,93,240
2015-01-09,UA,Washington,41,38,70
2015-01-09,UA,San Francisco,78,66,242
2015-01-09,UA,San Francisco,139,109,237
2015-01-09,UA,Washington,162,141,69
2015-01-09,UA,Los Angeles,39,42,230
2015-01-09,UA,San Francisco,8,-5,252
2015-01-09,UA,New York,177,162,86
2015-01-09,UA,Los Angeles,14,3,228
2015-01-09,UA,Los Angeles,207,197,225
2015-01-09,UA,Washington,59,47,73
2015-01-09,UA,Boston,88,82,103
2015-01-09,UA,New York,200,180,93
2015-01-09,UA,Minneapolis,107,99,59
2015-01-09,UA,Dallas,-2,-20,121
2015-01-09,UA,San Francisco,87,69,249
2015-01-09,UA,Minneapolis,166,158,59
2015-01-09,UA,Washington,11,-11,73
2015-01-09,UA,Boston,43,34,102
2015-01-09,UA,Los Angeles,57,64,229
2015-01-09,UA,New York,27,18,88
2015-01-09,UA,San Francisco,3,-7,245
2015-01-10,AA,Washington,-5,2,81
2015-01-10,AA,Los Angeles,4,0,239
2015-01-10,AA,San Francisco,44,30,253
2015-01-10,AA,New York,38,25,91
2015-01-10,AA,New York,41,14,87
2015-01-10,AA,New York,-1,-10,92
2015-01-10,AA,Boston,82,62,98
2015-01-10,AA,Boston,-1,-14,95
2015-01-10,AA,New York,-3,-25,88
2015-01-10,AA,New York,46,35,93
2015-01-10,AA,New York,2,-11,90
2015-01-10,AA,New York,7,-11,84
2015-01-10,AA,New York,45,28,89
2015-01-10,AA,New York,6,-8,91
2015-01-10,AA,Boston,10,1,101
2015-01-10,AA,San Francisco,9,-5,253
2015-01-10,AA,Los Angeles,0,-22,236
2015-01-10,AA,Minneapolis,44,44,61
2015-01-10,AA,Los Angeles,-7,-18,237
2015-01-10,AA,Minneapolis,8,0,62
2015-01-10,AA,Boston,33,20,96
2015-01-10,AA,Minneapolis,97,93,62
2015-01-10,AA,Boston,4,-8,102
2015-01-10,AA,Los Angeles,-7,-12,240
2015-01-10,AA,Los Angeles,29,19,244
2015-01-10,AA,Boston,-1,-5,98
2015-01-10,AA,Los Angeles,3,1,254
2015-01-10,AA,Minneapolis,13,8,67
2015-01-10,AA,Los Angeles,-3,-8,242
2015-01-10,AA,Dallas,-2,-10,115
2015-01-10,AA,Dallas,5,-7,114
2015-01-10,AA,Washington,25,7,75
2015-01-10,AA,Dallas,-3,-17,115
2015-01-10,AA,Dallas,73,56,111
2015-01-10,AA,Washington,31,19,75
2015-01-10,AA,Los Angeles,29,24,241
2015-01-10,AA,Dallas,24,17,123
2015-01-10,AA,Dallas,17,11,118
2015-01-10,AA,Washington,-1,-20,76
2015-01-10,AA,Dallas,-1,-7,119
2015-01-10,AA,Dallas,121,127,123
2015-01-10,AA,Dallas,68,55,117
2015-01-10,AA,Dallas,28,13,112
2015-01-10,AA,Washington,4,-10,74
2015-01-10,AA,Dallas,-1,-8,116
2015-01-10,AA,Dallas,-5,3,117
2015-01-10,AA,Dallas,41,45,121
2015-01-10,AA,San Francisco,107,98,262
2015-01-10,AA,Washington,-4,-10,78
2015-01-10,AA,San Francisco,46,25,250
2015-01-10,EV,Washington,-1,-14,79
2015-01-10,EV,Minneapolis,-6,-10,74
2015-01-10,EV,Washington,9,-10,74
2015-01-10,MQ,Minneapolis,14,8,57
2015-01-10,OO,Washington,24,11,78
2015-01-10,OO,Minneapolis,18,6,61
2015-01-10,OO,Washington,100,93,78
2015-01-10,OO,Minneapolis,-3,14,74
2015-01-10,OO,Boston,-3,-2,107
2015-01-10,OO,Minneapolis,89,88,64
2015-01-10,OO,Minneapolis,87,88,63
2015-01-10,OO,New York,6,-14,92
2015-01-10,OO,Boston,26,10,99
2015-01-10,OO,Minneapolis,-1,0,70
2015-01-10,OO,Washington,70,60,78
2015-01-10,OO,Dallas,-6,-13,121
2015-01-10,UA,Boston,-1,-18,100
2015-01-10,UA,San Francisco,18,-7,242
2015-01-10,UA,San Francisco,50,33,247
2015-01-10,UA,San Francisco,45,34,247
2015-01-10,UA,San Francisco,85,54,239
2015-01-10,UA,Dallas,0,-2,122
2015-01-10,UA,Los Angeles,107,95,221
2015-01-10,UA,Washington,-1,-18,75
2015-01-10,UA,Los Angeles,0,-17,233
2015-01-10,UA,San Francisco,16,0,250
2015-01-10,UA,San Francisco,52,51,243
2015-01-10,UA,Boston,137,113,92
2015-01-10,UA,Los Angeles,20,-1,228
2015-01-10,UA,New York,45,30,89
2015-01-10,UA,New York,1,-21,85
2015-01-10,UA,Los Angeles,10,-8,233
2015-01-10,UA,San Francisco,3,40,260
2015-01-10,UA,Washington,149,134,73
2015-01-10,UA,Washington,9,1,72
2015-01-10,UA,New York,64,33,85
2015-01-10,UA,San Francisco,70,52,253
2015-01-10,UA,Los Angeles,28,3,226
2015-01-11,AA,Washington,108,120,76
2015-01-11,AA,Los Angeles,4,-3,234
2015-01-11,AA,San Francisco,19,23,246
2015-01-11,AA,New York,-9,-6,110
2015-01-11,AA,New York,57,43,95
2015-01-11,AA,Washington,73,75,77
2015-01-11,AA,New York,-6,-16,94
2015-01-11,AA,New York,10,1,95
2015-01-11,AA,New York,-6,-21,93
2015-01-11,AA,Boston,0,-8,105
2015-01-11,AA,Boston,52,51,101
2015-01-11,AA,New York,11,9,99
2015-01-11,AA,New York,2,-7,100
2015-01-11,AA,New York,2,-5,96
2015-01-11,AA,New York,0,-7,95
2015-01-11,AA,New York,-6,-6,99
2015-01-11,AA,New York,14,4,94
2015-01-11,AA,New York,5,3,98
2015-01-11,AA,New York,93,81,89
2015-01-11,AA,New York,20,7,92
2015-01-11,AA,New York,20,15,96
2015-01-11,AA,New York,-7,-18,95
2015-01-11,AA,Washington,-5,-2,81
2015-01-11,AA,San Francisco,0,-24,245
2015-01-11,AA,Los Angeles,86,85,233
2015-01-11,AA,Minneapolis,-5,-17,60
2015-01-11,AA,Los Angeles,-3,-18,233
2015-01-11,AA,Minneapolis,27,52,58
2015-01-11,AA,Boston,32,29,105
2015-01-11,AA,Minneapolis,-2,-13,58
2015-01-11,AA,Boston,-5,-4,94
2015-01-11,AA,Los Angeles,-3,-25,233
2015-01-11,AA,Boston,-7,-21,99
2015-01-11,AA,Los Angeles,-2,-14,234
2015-01-11,AA,Boston,79,110,104
2015-01-11,AA,Boston,-4,-10,107
2015-01-11,AA,Los Angeles,42,27,230
2015-01-11,AA,Minneapolis,-1,0,60
2015-01-11,AA,Los Angeles,0,-17,235
2015-01-11,AA,Dallas,-7,-6,129
2015-01-11,AA,Dallas,-4,-9,129
2015-01-11,AA,Dallas,-3,-4,130
2015-01-11,AA,Dallas,44,60,123
2015-01-11,AA,Washington,45,36,79
2015-01-11,AA,Los Angeles,9,13,236
2015-01-11,AA,Dallas,32,32,121
2015-01-11,AA,Dallas,-4,-9,123
2015-01-11,AA,Washington,26,16,82
2015-01-11,AA,Dallas,27,22,123
2015-01-11,AA,Dallas,50,40,120
2015-01-11,AA,Washington,36,42,78
2015-01-11,AA,Dallas,37,87,119
2015-01-11,AA,Dallas,19,62,114
2015-01-11,AA,Washington,99,86,77
2015-01-11,AA,Dallas,-9,-11,129
2015-01-11,AA,Dallas,-3,-15,124
2015-01-11,AA,Dallas,-1,6,124
2015-01-11,AA,Dallas,41,32,124
2015-01-11,AA,San Francisco,13,-4,246
2015-01-11,AA,Washington,-5,-2,82
2015-01-11,AA,San Francisco,16,-5,239
2015-01-11,EV,Minneapolis,0,-18,62
2015-01-11,EV,Minneapolis,29,46,59
2015-01-11,EV,Minneapolis,125,153,65
2015-01-11,EV,Minneapolis,-3,-9,69
2015-01-11,MQ,Minneapolis,27,68,58
2015-01-11,OO,Minneapolis,13,-7,62
2015-01-11,OO,Washington,39,81,77
2015-01-11,OO,Dallas,0,-11,127
2015-01-11,OO,Minneapolis,4,-6,63
2015-01-11,OO,Dallas,6,11,134
2015-01-11,OO,Dallas,24,44,124
2015-01-11,OO,Dallas,3,6,128
2015-01-11,OO,Dallas,3,28,116
2015-01-11,OO,Washington,-3,-7,79
2015-01-11,UA,San Francisco,21,-3,230
2015-01-11,UA,San Francisco,40,14,237
2015-01-11,UA,San Francisco,8,-6,245
2015-01-11,UA,Boston,33,17,99
2015-01-11,UA,Boston,0,-15,103
2015-01-11,UA,New York,-2,-13,93
2015-01-11,UA,Washington,-8,-21,80
2015-01-11,UA,Washington,10,1,81
2015-01-11,UA,San Francisco,21,11,246
2015-01-11,UA,New York,-4,-19,91
2015-01-11,UA,San Francisco,28,10,239
2015-01-11,UA,New York,31,25,96
2015-01-11,UA,New York,17,1,92
2015-01-11,UA,Boston,-3,-16,101
2015-01-11,UA,San Francisco,-2,-10,247
2015-01-11,UA,New York,-5,-15,101
2015-01-11,UA,Los Angeles,35,33,231
2015-01-11,UA,New York,-2,-13,95
2015-01-11,UA,Los Angeles,2,-8,234
2015-01-11,UA,Washington,80,70,76
2015-01-11,UA,Los Angeles,54,43,232
2015-01-11,UA,Washington,-3,-18,79
2015-01-11,UA,Minneapolis,23,39,60
2015-01-11,UA,New York,45,34,89
2015-01-11,UA,San Francisco,124,118,239
2015-01-11,UA,Boston,30,22,107
2015-01-11,UA,San Francisco,-1,-21,246
2015-01-11,UA,Washington,-3,-12,80
2015-01-11,UA,Los Angeles,123,128,229
2015-01-11,UA,Washington,8,-5,75
2015-01-11,UA,New York,-6,-12,107
2015-01-11,UA,Washington,23,9,80
2015-01-11,UA,Los Angeles,19,12,222
2015-01-11,UA,Los Angeles,-2,-13,234
2015-01-11,UA,Minneapolis,75,70,61
2015-01-11,UA,New York,0,-17,94
2015-01-11,UA,Los Angeles,2,-3,230
2015-01-11,UA,Los Angeles,2,-14,235
2015-01-12,AA,Washington,1,3,86
2015-01-12,AA,Los Angeles,32,16,229
2015-01-12,AA,San Francisco,50,36,249
2015-01-12,AA,New York,4,12,111
2015-01-12,AA,New York,15,14,96
2015-01-12,AA,Washington,-2,29,98
2015-01-12,AA,New York,2,2,100
2015-01-12,AA,New York,47,58,100
2015-01-12,AA,New York,-4,-15,94
2015-01-12,AA,Boston,-7,-13,99
2015-01-12,AA,Boston,30,31,106
2015-01-12,AA,New York,4,-4,94
2015-01-12,AA,New York,10,2,93
2015-01-12,AA,New York,-6,-13,97
2015-01-12,AA,New York,34,28,95
2015-01-12,AA,New York,43,33,97
2015-01-12,AA,New York,227,213,94
2015-01-12,AA,New York,42,40,96
2015-01-12,AA,New York,35,33,98
2015-01-12,AA,New York,13,12,95
2015-01-12,AA,New York,71,64,95
2015-01-12,AA,Boston,-3,-22,95
2015-01-12,AA,Washington,25,20,81
2015-01-12,AA,San Francisco,3,-11,246
2015-01-12,AA,Los Angeles,11,0,235
2015-01-12,AA,Minneapolis,0,-6,56
2015-01-12,AA,Los Angeles,5,-7,236
2015-01-12,AA,Minneapolis,8,10,60
2015-01-12,AA,Boston,16,13,102
2015-01-12,AA,Minneapolis,-3,-9,56
2015-01-12,AA,Boston,-4,-14,103
2015-01-12,AA,Los Angeles,0,-10,235
2015-01-12,AA,Boston,-5,5,102
2015-01-12,AA,Los Angeles,-1,-11,235
2015-01-12,AA,Boston,-5,-4,108
2015-01-12,AA,Boston,37,36,104
2015-01-12,AA,Los Angeles,33,9,231
2015-01-12,AA,Minneapolis,-1,9,59
2015-01-12,AA,Los Angeles,-3,-7,237
2015-01-12,AA,Dallas,-1,-2,123
2015-01-12,AA,Dallas,-3,-4,124
2015-01-12,AA,Washington,8,19,97
2015-01-12,AA,Dallas,-2,-2,128
2015-01-12,AA,Dallas,-4,-8,125
2015-01-12,AA,Dallas,10,16,126
2015-01-12,AA,Washington,6,13,92
2015-01-12,AA,Los Angeles,28,20,240
2015-01-12,AA,Dallas,-2,-1,131
2015-01-12,AA,Dallas,-1,-3,127
2015-01-12,AA,Washington,13,13,80
2015-01-12,AA,Dallas,-2,2,132
2015-01-12,AA,Dallas,-4,5,125
2015-01-12,AA,Washington,3,-4,79
2015-01-12,AA,Dallas,12,17,130
2015-01-12,AA,Dallas,28,16,117
2015-01-12,AA,Washington,-13,17,87
2015-01-12,AA,Dallas,-4,14,128
2015-01-12,AA,Dallas,-3,12,127
2015-01-12,AA,Dallas,-1,5,124
2015-01-12,AA,Dallas,2,4,121
2015-01-12,AA,San Francisco,1,-4,241
2015-01-12,AA,Washington,25,44,82
2015-01-12,AA,San Francisco,0,-21,246
2015-01-12,AA,New York,22,29,97
2015-01-12,EV,Minneapolis,49,33,60
2015-01-12,EV,Minneapolis,-5,-4,58
2015-01-12,EV,Minneapolis,36,45,59
2015-01-12,EV,Minneapolis,17,20,59
2015-01-12,EV,Minneapolis,21,12,58
2015-01-12,MQ,Minneapolis,58,92,59
2015-01-12,MQ,Minneapolis,19,15,51
2015-01-12,OO,Minneapolis,19,4,56
2015-01-12,OO,Washington,83,81,90
2015-01-12,OO,Minneapolis,11,14,61
2015-01-12,OO,Dallas,42,41,131
2015-01-12,OO,Boston,-4,2,105
2015-01-12,OO,Dallas,4,14,133
2015-01-12,OO,Washington,3,29,89
2015-01-12,OO,Washington,-2,4,94
2015-01-12,OO,Dallas,109,116,128
2015-01-12,OO,Dallas,122,128,126
2015-01-12,OO,Washington,150,157,84
2015-01-12,UA,New York,104,103,98
2015-01-12,UA,Los Angeles,1,5,237
2015-01-12,UA,Boston,118,99,101
2015-01-12,UA,Los Angeles,33,3,227
2015-01-12,UA,Los Angeles,146,131,228
2015-01-12,UA,San Francisco,25,11,243
2015-01-12,UA,Los Angeles,-3,0,242
2015-01-12,UA,San Francisco,49,49,245
2015-01-12,UA,Boston,28,14,102
2015-01-12,UA,Los Angeles,10,3,234
2015-01-12,UA,Washington,14,4,79
2015-01-12,UA,Los Angeles,26,31,227
2015-01-12,UA,Washington,6,9,79
2015-01-12,UA,Los Angeles,17,8,232
2015-01-12,UA,San Francisco,32,43,251
2015-01-12,UA,Minneapolis,36,39,60
2015-01-12,UA,Washington,19,17,79
2015-01-12,UA,Los Angeles,131,128,228
2015-01-12,UA,Boston,10,6,95
2015-01-12,UA,New York,55,51,94
2015-01-12,UA,Minneapolis,13,10,58
2015-01-12,UA,San Francisco,44,28,240
2015-01-12,UA,Los Angeles,5,12,236
2015-01-12,UA,New York,-1,11,97
2015-01-12,UA,Dallas,25,18,123
2015-01-12,UA,San Francisco,54,39,252
2015-01-12,UA,Minneapolis,14,6,62
2015-01-12,UA,Washington,70,62,81
2015-01-12,UA,Boston,22,5,101
2015-01-12,UA,New York,9,8,95
2015-01-12,UA,San Francisco,125,143,236
2015-01-12,UA,San Francisco,66,60,244
2015-01-12,UA,Washington,10,31,97
2015-01-12,UA,New York,72,53,98
2015-01-12,UA,Washington,2,16,88
2015-01-12,UA,Washington,-1,-15,79
2015-01-12,UA,Washington,0,2,91
2015-01-12,UA,Dallas,-3,1,125
2015-01-12,UA,New York,-4,-10,100
2015-01-12,UA,New York,2,-1,96
2015-01-12,UA,New York,28,22,99
2015-01-12,UA,San Francisco,242,231,240
2015-01-12,UA,New York,-2,-6,96
2015-01-12,UA,San Francisco,47,24,233
2015-01-12,UA,New York,-2,-6,93
2015-01-12,UA,New York,-4,2,94
2015-01-12,UA,New York,-3,12,92
2015-01-12,UA,New York,2,6,96
2015-01-12,UA,San Francisco,94,116,249
2015-01-12,UA,Boston,-4,-16,103
2015-01-12,UA,San Francisco,11,27,266
2015-01-12,UA,San Francisco,24,20,254
2015-01-12,UA,Dallas,14,16,126
2015-01-12,UA,New York,17,17,91
2015-01-13,AA,Washington,-2,2,92
2015-01-13,AA,Los Angeles,8,-4,225
2015-01-13,AA,San Francisco,9,-23,230
2015-01-13,AA,New York,-4,-22,98
2015-01-13,AA,New York,-1,-18,99
2015-01-13,AA,Washington,1,0,87
2015-01-13,AA,New York,-3,-6,96
2015-01-13,AA,New York,-4,-14,93
2015-01-13,AA,New York,-6,-15,92
2015-01-13,AA,Boston,-9,-12,105
2015-01-13,AA,Boston,-2,3,110
2015-01-13,AA,New York,-2,-13,98
2015-01-13,AA,New York,-6,-18,95
2015-01-13,AA,New York,34,36,97
2015-01-13,AA,New York,-6,9,97
2015-01-13,AA,New York,-5,-12,97
2015-01-13,AA,New York,-2,7,97
2015-01-13,AA,New York,-3,-1,94
2015-01-13,AA,New York,-3,-6,98
2015-01-13,AA,New York,28,21,100
2015-01-13,AA,New York,27,23,95
2015-01-13,AA,New York,9,3,98
2015-01-13,AA,Boston,-7,-14,106
2015-01-13,AA,Washington,-8,-7,86
2015-01-13,AA,San Francisco,17,-23,220
2015-01-13,AA,Los Angeles,17,-25,213
2015-01-13,AA,Minneapolis,-5,-10,58
2015-01-13,AA,Los Angeles,1,-16,231
2015-01-13,AA,Minneapolis,-6,-9,61
2015-01-13,AA,Boston,0,-10,108
2015-01-13,AA,Minneapolis,-5,-1,62
2015-01-13,AA,Boston,13,9,104
